"","1","2","3","phylum$Host_disease"
"1",12.6330233230973,-12.8065912555655,-11.7517490315981,"1"
"2",14.4288051590224,-1.46025920806997,-8.55372460942048,"1"
"3",25.0519167615974,-27.996710172281,4.82333724295556,"1"
"4",10.9149853575778,-2.88466607122004,6.36998644644946,"1"
"5",13.8957299740377,6.03204422213796,19.4149885247141,"1"
"6",8.69891928687415,10.1625352689432,26.8928597700725,"1"
"7",4.56714202690071,9.55978740818203,25.5216295040289,"1"
"8",33.5382181316716,-21.5008626955188,8.39821765948131,"1"
"9",15.0925574773676,3.05392924629634,-6.31359288071392,"1"
"10",1.67979970789438,-2.01859097563937,-0.933371503434267,"1"
"11",20.4422394477513,19.0261076277931,21.4606979876003,"1"
"12",16.1780862497198,11.2058710631705,27.7935089471566,"1"
"13",16.1939341232471,2.36169724658715,1.24282958318245,"1"
"14",14.5808050610153,-0.0369498908147071,-8.06190774691035,"1"
"15",14.6323099872534,-4.41710472904637,25.6175166296681,"1"
"16",33.399825923494,8.38062804481646,19.2365530843144,"1"
"17",0.844186061914618,-1.9939966912124,-1.34679005705825,"1"
"18",41.8294145114024,8.29839708041468,10.3546818566467,"1"
"19",13.0303233282795,14.6540155430385,24.5959931916578,"1"
"20",8.85115201962111,-3.25147200918007,-2.9137085921714,"1"
"21",43.5274943397549,-19.0320624828673,4.86581756755564,"1"
"22",32.165659915601,5.28572859061267,-2.75708156085164,"1"
"23",13.4065463928253,4.11821414213108,20.9990209953669,"1"
"24",12.5072981718649,5.40077260546262,19.6794435838235,"1"
"25",24.9904575201581,-19.7870831153432,-4.90446126576158,"1"
"26",12.9686154496327,-0.0227417808712313,-5.11511200423316,"1"
"27",16.3382895756358,10.128064610499,23.6679797430972,"1"
"28",31.7718438428313,6.35898422607237,22.4009686687172,"1"
"29",25.0594871807579,3.59814208614071,-1.17990742054487,"1"
"30",18.1630989018088,-3.37388129642696,-2.24417495160824,"1"
"31",8.00741724158867,-4.85820648476953,3.22829994497123,"1"
"32",11.6758527924653,7.30997821980692,26.7744280534192,"1"
"33",11.900798715513,17.4106528120511,23.8276709269713,"1"
"34",42.8334722630416,-1.66944540596911,6.20672875661422,"1"
"35",27.8560660649583,6.08970842585494,3.09859644065742,"1"
"36",42.5011784191023,-28.9947938700165,0.0896909943556865,"1"
"37",31.8523807179763,9.33733121227903,19.1928290841041,"1"
"38",19.9035433958425,-3.43562111150518,-9.00660575332231,"1"
"39",24.7635590002499,-19.5706815936088,-4.67238614857235,"1"
"40",11.2332267784984,3.33317975339014,9.45658886709595,"1"
"41",10.3480750749222,-1.55320813549158,13.483410517113,"1"
"42",39.7051393814452,-23.4001277249579,-2.71517565532428,"1"
"43",31.3615590568079,14.6865637129592,13.2929844371011,"1"
"44",26.2993607352799,9.62447624598439,21.9420518462451,"1"
"45",11.4010184665262,20.7245280459693,21.067928768171,"1"
"46",34.6768809909515,10.1433889642664,16.4141954812131,"1"
"47",13.2950132694281,15.404790027629,24.4207861685002,"1"
"48",39.2904570865383,-2.3918506124315,2.43138763426483,"1"
"49",30.4566673264847,1.20257799421216,0.1091085352537,"1"
"50",19.9163118902125,-2.08852312482301,-1.32920260176574,"1"
"51",42.2780791795893,-19.2188156193188,4.32644569426306,"1"
"52",11.1162366142825,8.12700672276172,11.0779857233003,"1"
"53",36.5286968757937,-25.130135378523,6.41732706060513,"1"
"54",12.7889725358449,9.27484741367368,18.2793723601901,"1"
"55",10.3656964092328,3.61775010723806,10.324126871692,"1"
"56",27.7737135530422,-28.5967724635546,3.53203474227262,"1"
"57",15.0741065632269,6.31737853435645,19.9164255820198,"1"
"58",24.8429915408718,1.46978892020771,-1.42707003533481,"1"
"59",11.4628939662946,13.1623675192244,19.8163484885496,"1"
"60",10.0284370183536,-2.14964766064921,-3.21024684534015,"1"
"61",9.73627636884305,-6.04124483294972,2.71659986882764,"1"
"62",8.75450045393848,11.0613527828187,24.3297712950442,"1"
"63",41.2122891400294,-24.3095818815016,-0.833092153306684,"1"
"64",32.7397058263395,10.0562540524209,14.722342850334,"1"
"65",11.7155465960083,0.597234734003158,-7.43185979664163,"1"
"66",11.3112158204319,-6.09991015995922,-4.40807052971589,"1"
"67",39.0979546772524,6.90754830101371,5.77475475283002,"1"
"68",11.1987927890415,11.8385299319332,23.0029629508361,"1"
"69",36.6020186050685,-27.687565322534,0.205092361647101,"1"
"70",14.1751021545648,-6.24630323487657,-4.31449105017672,"1"
"71",14.0750263816485,-1.75085667984557,29.1907934183774,"1"
"72",10.2810146989167,19.3389028744534,21.4722326026524,"1"
"73",10.4010947802225,18.2660949799496,22.5973061107526,"1"
"74",24.5562623025768,-26.5130861193576,4.33564234122564,"1"
"75",7.71628571374548,2.23864008537799,-4.72199883007593,"1"
"76",38.405819146223,-23.2430509239803,-1.24003196763351,"1"
"77",34.6654383527797,-21.5825703078257,-1.6451206111717,"1"
"78",19.71714371974,19.477563370857,22.150852189499,"1"
"79",15.8447772490907,6.61187280402791,24.3442890716744,"1"
"80",13.6990058409531,9.87926950538519,22.6550919253235,"1"
"81",8.02344597282044,0.506082022728711,-4.13585102383962,"1"
"82",30.0284093679051,1.64281548667516,2.62831139978787,"1"
"83",11.5589356608165,-4.73430827404058,-6.33488107484833,"1"
"84",12.4425598012146,1.39130648958344,10.7581129850331,"1"
